landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,landmark_21_x,landmark_21_y,landmark_21_z,label
0.1853654384613037,0.2994033694267273,-4.99985844726325e-07,0.12434167414903641,0.26641660928726196,-0.007956544868648052,0.0858306959271431,0.19861763715744019,-0.009386164136230946,0.07244479656219482,0.13664564490318298,-0.013698350638151169,0.06019670516252518,0.08571770787239075,-0.013339361175894737,0.11962789297103882,0.13834354281425476,0.010981529951095581,0.0946485698223114,0.10712410509586334,-0.010400669649243355,0.10250326991081238,0.16447821259498596,-0.017403213307261467,0.11632904410362244,0.17359308898448944,-0.019075660035014153,0.149603471159935,0.13826121389865875,0.0053470684215426445,0.12466704845428467,0.10764901340007782,-0.01826341636478901,0.12693597376346588,0.17294174432754517,-0.016264991834759712,0.14290767908096313,0.1717424988746643,-0.00836330559104681,0.180609792470932,0.14353018999099731,-0.005388992838561535,0.1570625603199005,0.11288405954837799,-0.029246708378195763,0.15561895072460175,0.17464816570281982,-0.013245697133243084,0.17106856405735016,0.1770191639661789,0.004421025514602661,0.2127748727798462,0.15192630887031555,-0.01763722114264965,0.19068719446659088,0.12137630581855774,-0.026327522471547127,0.1806766837835312,0.16548413038253784,-0.011234953068196774,0.19039419293403625,0.17865775525569916,0.0034254156053066254,A
0.21882030367851257,0.2977343201637268,-4.815645411326841e-07,0.1602652668952942,0.2719225287437439,-0.012237627990543842,0.11946670711040497,0.20483505725860596,-0.015276202000677586,0.10765581578016281,0.14061112701892853,-0.01978498138487339,0.09897100925445557,0.09231514483690262,-0.019898435100913048,0.15133319795131683,0.1411837935447693,0.005755005870014429,0.13705268502235413,0.10939909517765045,-0.015795093029737473,0.14203962683677673,0.16300269961357117,-0.023517554625868797,0.15006591379642487,0.17326176166534424,-0.025902604684233665,0.1835837960243225,0.13942772150039673,0.0018898166017606854,0.16866107285022736,0.11416661739349365,-0.0196280088275671,0.1694609671831131,0.17457284033298492,-0.0183301642537117,0.17954157292842865,0.17420020699501038,-0.0122044887393713,0.21606148779392242,0.14457395672798157,-0.007256326265633106,0.20075246691703796,0.11976512521505356,-0.029884591698646545,0.19822977483272552,0.17666999995708466,-0.015665698796510696,0.20739665627479553,0.1794610321521759,-0.0006576920859515667,0.24910330772399902,0.1530953049659729,-0.018142692744731903,0.23271872103214264,0.12795668840408325,-0.028361404314637184,0.22567984461784363,0.1705220341682434,-0.015503618866205215,0.23258134722709656,0.18096007406711578,-0.002920765895396471,A
0.2966914474964142,0.28738299012184143,-5.080481741970289e-07,0.24400457739830017,0.2652741074562073,-0.013824314810335636,0.20217005908489227,0.19728486239910126,-0.016943255439400673,0.18817739188671112,0.12996427714824677,-0.02124788612127304,0.18031400442123413,0.08054160326719284,-0.020785072818398476,0.22619664669036865,0.13525065779685974,0.004974320996552706,0.21385565400123596,0.0965624526143074,-0.01768573373556137,0.22462594509124756,0.1522611826658249,-0.025156209245324135,0.23333247005939484,0.16757088899612427,-0.026617735624313354,0.2593318819999695,0.1315937489271164,0.0019116218900308013,0.2471257746219635,0.10042576491832733,-0.02094120904803276,0.2526930868625641,0.1633518487215042,-0.019871961325407028,0.259916752576828,0.1673414707183838,-0.012967648915946484,0.29239919781684875,0.13508647680282593,-0.006665313150733709,0.28006166219711304,0.10647998005151749,-0.03102581948041916,0.28088563680648804,0.16622012853622437,-0.017439935356378555,0.286558598279953,0.1723012924194336,-0.001790149137377739,0.32625842094421387,0.141747385263443,-0.016916316002607346,0.31210604310035706,0.11280474066734314,-0.02821393683552742,0.30793386697769165,0.15705159306526184,-0.01576697640120983,0.3128904700279236,0.16994783282279968,-0.0029366235248744488,A
0.366326242685318,0.2619413137435913,-5.1567502623584e-07,0.31546324491500854,0.24233371019363403,-0.02042822539806366,0.27355459332466125,0.17472177743911743,-0.02603880502283573,0.2583889365196228,0.1037304550409317,-0.03174632415175438,0.25340965390205383,0.0536901131272316,-0.03196197748184204,0.2982110381126404,0.11301364004611969,0.0031311060301959515,0.293725848197937,0.07156745344400406,-0.0237506665289402,0.3022913336753845,0.12924697995185852,-0.03357647359371185,0.30623722076416016,0.14377881586551666,-0.036015402525663376,0.33319878578186035,0.10998526960611343,0.0027957491111010313,0.32836610078811646,0.07759437710046768,-0.022765690460801125,0.33095625042915344,0.14357154071331024,-0.022392114624381065,0.33212047815322876,0.1434100866317749,-0.015454160049557686,0.36620843410491943,0.11362723261117935,-0.00424317317083478,0.3611146807670593,0.08682715892791748,-0.03143811598420143,0.35964435338974,0.14828968048095703,-0.01760932244360447,0.3605722188949585,0.15091164410114288,-0.001347541925497353,0.399050772190094,0.1207399070262909,-0.013565922155976295,0.3928280472755432,0.09644463658332825,-0.025958416983485222,0.38850393891334534,0.14212314784526825,-0.013442650437355042,0.39073505997657776,0.15285496413707733,-0.00044777049333788455,A
0.4178664982318878,0.2810453474521637,-5.355337862056331e-07,0.36474964022636414,0.26365506649017334,-0.015491844154894352,0.3269868493080139,0.1893402338027954,-0.016505835577845573,0.31680169701576233,0.11802008748054504,-0.018238607794046402,0.3120330572128296,0.07198245823383331,-0.014817910268902779,0.35259097814559937,0.13453757762908936,0.008471671491861343,0.351822167634964,0.0902123898267746,-0.015315784141421318,0.35968488454818726,0.14501039683818817,-0.0232835803180933,0.3615034222602844,0.16094453632831573,-0.02437022514641285,0.38511860370635986,0.1319120079278946,0.006824420299381018,0.3836570382118225,0.09749969840049744,-0.016855396330356598,0.38566672801971436,0.1604948341846466,-0.017596721649169922,0.3843543827533722,0.16215059161186218,-0.011297118850052357,0.4167812168598175,0.134847491979599,-0.0008719663019292057,0.4143662452697754,0.104903444647789,-0.026684587821364403,0.4140503406524658,0.1639130860567093,-0.015093068592250347,0.41343897581100464,0.16768988966941833,-0.0002756863250397146,0.44900310039520264,0.13937613368034363,-0.01034463569521904,0.4452354907989502,0.11451257020235062,-0.02126963809132576,0.44242051243782043,0.15863700211048126,-0.009467567317187786,0.4435082674026489,0.1686481088399887,0.002854933962225914,A
0.5442646145820618,0.2625049650669098,-5.024615461479698e-07,0.49218684434890747,0.24268469214439392,-0.02016392908990383,0.4558977484703064,0.16504566371440887,-0.022792037576436996,0.44933971762657166,0.08885900676250458,-0.02502230554819107,0.44931477308273315,0.04013488441705704,-0.02114148810505867,0.47814616560935974,0.10515274107456207,0.007347874343395233,0.4861077666282654,0.06440339982509613,-0.015140818431973457,0.492685467004776,0.1194785088300705,-0.02093055099248886,0.48903876543045044,0.13279634714126587,-0.020710205659270287,0.513534665107727,0.10538782179355621,0.008018267340958118,0.5204315185546875,0.07296796143054962,-0.015780597925186157,0.5199790596961975,0.14002437889575958,-0.015475192107260227,0.5117932558059692,0.1388065367937088,-0.008274488151073456,0.5461122393608093,0.11161397397518158,0.0021515425760298967,0.5529690980911255,0.08275479823350906,-0.02532033622264862,0.5496577620506287,0.14292234182357788,-0.014518833719193935,0.5421892404556274,0.14562958478927612,4.8901925765676424e-05,0.5781654715538025,0.11946859210729599,-0.005670304875820875,0.5842264890670776,0.09162202477455139,-0.019465778023004532,0.5793458819389343,0.13651688396930695,-0.009286764077842236,0.5730142593383789,0.14804521203041077,0.0024451531935483217,A
0.5543645620346069,0.2706452012062073,-5.186634552956093e-07,0.5014678835868835,0.25693222880363464,-0.021828236058354378,0.46555179357528687,0.17599093914031982,-0.024713337421417236,0.46062517166137695,0.09841330349445343,-0.026395410299301147,0.46334192156791687,0.04983009397983551,-0.022225311025977135,0.4888212978839874,0.11098514497280121,0.002511064289137721,0.4999755322933197,0.0734352171421051,-0.018670575693249702,0.5022369027137756,0.1298263520002365,-0.023512141779065132,0.4984874725341797,0.1384599804878235,-0.02386622130870819,0.5243145227432251,0.11233149468898773,0.003593578701838851,0.5334833860397339,0.08130944520235062,-0.019954413175582886,0.5282842516899109,0.15206590294837952,-0.019192542880773544,0.5211026668548584,0.14883680641651154,-0.012286676093935966,0.5576232075691223,0.11889505386352539,-0.0015684100799262524,0.5666857361793518,0.09058152139186859,-0.029011258855462074,0.5579575300216675,0.15588806569576263,-0.018016980960965157,0.5508405566215515,0.15766248106956482,-0.003968111239373684,0.5915196537971497,0.12715962529182434,-0.00872111227363348,0.5975572466850281,0.09917601943016052,-0.023698128759860992,0.5896139740943909,0.1476597636938095,-0.014085348695516586,0.5841391086578369,0.15944969654083252,-0.0029494157060980797,A
0.5994343757629395,0.25894448161125183,-5.020361300012155e-07,0.5480561256408691,0.2461453378200531,-0.020974723622202873,0.51661217212677,0.16679605841636658,-0.02367088757455349,0.5138437747955322,0.09143714606761932,-0.02484498918056488,0.5120541453361511,0.045121222734451294,-0.020890263840556145,0.5403203368186951,0.11203082650899887,-0.0023809222038835287,0.5534409880638123,0.07035183906555176,-0.02432389184832573,0.555949330329895,0.12495588511228561,-0.029380610212683678,0.551037609577179,0.14076592028141022,-0.0290220994502306,0.5746428966522217,0.11421411484479904,-0.0010811432730406523,0.5870251059532166,0.07919207960367203,-0.024680592119693756,0.5823149085044861,0.1439865231513977,-0.024610552936792374,0.5732344388961792,0.14894358813762665,-0.01842719316482544,0.6064243912696838,0.12089884281158447,-0.005338549613952637,0.6180038452148438,0.0909208208322525,-0.03259087726473808,0.6109333038330078,0.15251266956329346,-0.022257864475250244,0.601481556892395,0.1609593629837036,-0.008810099214315414,0.6375231146812439,0.1291937232017517,-0.011316829361021519,0.6471989154815674,0.10189534723758698,-0.026083674281835556,0.6410207748413086,0.14904962480068207,-0.01672857627272606,0.6328515410423279,0.16352315247058868,-0.0061533646658062935,A
0.6491966247558594,0.2651943862438202,-5.549845241148432e-07,0.5962612628936768,0.26127421855926514,-0.02027464285492897,0.5622963309288025,0.17927193641662598,-0.020916597917675972,0.5622471570968628,0.10050497949123383,-0.019548287615180016,0.5638566613197327,0.05623937398195267,-0.012545231729745865,0.5887629389762878,0.12142229080200195,-0.0016421417240053415,0.6025643944740295,0.0803222730755806,-0.023616177961230278,0.6040642261505127,0.13570323586463928,-0.029612118378281593,0.5976892113685608,0.149375319480896,-0.0304219052195549,0.6239966154098511,0.12395913898944855,0.00010825818753801286,0.6346238851547241,0.090067058801651,-0.024299636483192444,0.630182683467865,0.15751847624778748,-0.02472003921866417,0.6203130483627319,0.16185256838798523,-0.018975676968693733,0.6549480557441711,0.13081616163253784,-0.0037345190066844225,0.6660910844802856,0.1016363799571991,-0.030987784266471863,0.6587368249893188,0.1636347621679306,-0.020543329417705536,0.6491007804870605,0.17060965299606323,-0.007337950170040131,0.6865520477294922,0.13759452104568481,-0.009239391423761845,0.6961395740509033,0.11250782012939453,-0.023298652842640877,0.6900283098220825,0.16021136939525604,-0.013946007005870342,0.681585431098938,0.17261192202568054,-0.003773382166400552,A
0.7541019320487976,0.2774944603443146,-5.514171448339766e-07,0.702900767326355,0.27622103691101074,-0.02240116521716118,0.6644761562347412,0.19721393287181854,-0.024554485455155373,0.6619970798492432,0.11763519793748856,-0.024068251252174377,0.6650773882865906,0.07403389364480972,-0.018233977258205414,0.6919859647750854,0.14549385011196136,-0.008600704371929169,0.7064676880836487,0.09833618253469467,-0.03305184468626976,0.7105066776275635,0.15129989385604858,-0.0398431159555912,0.701938807964325,0.1693178117275238,-0.04052389785647392,0.7279143333435059,0.14861376583576202,-0.005716903600841761,0.7418580651283264,0.11253409832715988,-0.03299226611852646,0.7403721809387207,0.1762535274028778,-0.03512829542160034,0.727678656578064,0.18335992097854614,-0.030430512502789497,0.7584978342056274,0.15350963175296783,-0.008028708398342133,0.7713529467582703,0.12539458274841309,-0.037685588002204895,0.7667309045791626,0.18533828854560852,-0.02860037423670292,0.7534609436988831,0.1937224566936493,-0.01598467119038105,0.7869581580162048,0.1566976010799408,-0.01194519829005003,0.7983471751213074,0.13536480069160461,-0.028228657320141792,0.7957425713539124,0.18202078342437744,-0.020060831680893898,0.7855352759361267,0.19528110325336456,-0.010421638377010822,A
